"a","ه"
"iş'âr","اشعار"
"işârât","اشارات"
"işâret","اشارت"
"işâreten","اشارة"
"işbâ'","اشباع"
"işgâl","اشغال"
"işhâd","اشهاد"
"işkence","اشکنجه"
"işmi'zâz","اشمئزاز"
"işrâk","اشراق"
"işrâkî","اشراقی"
"işret","عشرت"
"işrîn","عشرین"
"işti'âl","اشتعال"
"iştibâh","اشتباه"
"iştigâl","اشتغال"
"iştihâ","اشتها"
"iştihâengîz","اشتها انگيز"
"iştihâr","اشتهار"
"iştikâk","اشتقاق"
"iştimâl","اشتمال"
"iştirâ","اشترا"
"iştirâk","اشتراک"
"iştirâkiyye","اشتراکيه"
"iştiyâk","اشتياق"
"işve","عشوه"
"işvebâz","عشوه باز"
"işveger","عشوه گر"
"işvekâr","عشوه کار"
"i'tâ","اعطا"
"itâat","اطاعت"
"itab","اتعاب"
"itâb","عتاب"
"i'tâk","اعتاق"
"itâle","اطاله"
"it'âm","اطعام"
"itbâ","اتباع"
"itfâ","اطفا"
"itfâiyye","اطفائيه"
"ithaf","اتحاف"
"ithâf","اتحاف"
"itham","اتهام"
"ithâm","اتهام"
"itibâr","اعتبار"
"itibâren","اعتبارا"
"itibârî","اعتباری"
"i'tidâl","اعتدال"
"itikâd","اعتقاد"
"itikâdât","اعتقادات"
"itikadiyât","اعتقادیات"
"i'tikâf","اعتکاف"
"i'tilâ","اعتلا"
"itilâf","ائتلاف"
"itilafkâr","ائتلافکار"
"itimâd","اعتماد"
"itimâden","اعتمادا"
"itimâdnâme","اعتمادنامه"
"itinâ","اعتنا"
"itinakâr","اعتناکار"
"itirâf","اعتراف"
"itisâf","اعتساف"
"itiyâd","اعتياد"
"i'tizâl","اعتزال"
"i'tizâr","اعتذار"
"itkân","اتقان"
"itlaf","اتلاف"
"itlâf","اتلاف"
"itmam","اتمام"
"itmâm","اتمام"
"itmînân","اطمينان"
"ittiba","اتباع"
"ittibâ","اتباع"
"ittibâen","اتباعا"
"ittifak","اتفاق"
"ittifâk","اتفاق"
"ittifâken","اتفاقا"
"ittifaki","اتفاقى"
"ittifâkî","اتفاقی"
"ittihad","اتحاد"
"ittihâd","اتحاد"
"ittihâm","اتهام"
"ittihaz","اتخاذ"
"ittihâz","اتخاذ"
"ittikâl","اتكال"
"ittikan","اتقان"
"ittisâ","اتساع"
"ittisaf","اتصاف"
"ittisal","اتصال"
"ittisâl","اتصال"
"ityan","اتيان"
"ityân","اتيان"
"ivaz","عوض"
"ivazan","عوضا"
"i'vicâc","اعوجاج"
"iyâbüzihâb","عياب و ذهاب"
"iyâl","عيال"
"iyân","عيان"
"izâbe","اذابه"
"iz'âc","ازعاج"
"izâe","اضائه"
"iz'âf","اضعاف"
"izâfe","اضافه"
"izâfet","اضافت"
"izâfeten","اضافة"
"izâfî","اضافی"
"izâfiyyet","اضافيت"
"îzâh","ایضاح"
"îzâhât","ایضاحات"
"îzâhen","ایضاحا"
"izâle","ازاله"
"izâm","عظام"
"i'zâm","اعزام"
"iz'ân","اذعان"
"i'zâz","اعزاز"
"izdihâm","ازدحام"
"izdivâc","ازدواج"
"izdiyâd","ازدیاد"
"îzed","ایزد"
"izhâr","اظهار"
"izin","اذن"
"izkâr","اذکار"
"izlâl","اذلال"
"izmihlâl","اضمحلال"
"izn","اذن"
"izz","عز"
"izzet","عزت"
"jâj","ژاژ"
"jâjhây","ژاژخای"
"jâle","ژاله"
"jeng","ژنگ"
"jengâr","ژنگار"
"jerf","ژرف"
"jerfâ","ژرفا"
"jerfbîn","ژرف بين"
"jinde","ژنده"
"jindepûş","ژنده پوش"
"jiyân","ژیان"
"jülîde","ژوليده"
"kabâ","قبا"
"kabahat","قباحت"
"kabâih","قبائح"
"kabâil","قبائل"
"kabîh","قبيح"
"kabîl","قبيل"
"kâbil","قابل"
"kabîle","قبيله"
"kâbile","قابله"
"kâbiliyet","قابليت"
"kâbiliyyât","قابليات"
"kabir","قبر"
"kabl","قبل"
"kablelmîlad","قبل الميلاد"
"kablettârih","قبل التاریخ"
"kablettarihî","صبل التاریخی"
"kabr","قبر"
"kabristan","قبرستان"
"kabul","قبول"
"kabz","قبض"
"kabza","قبضه"
"kad","قد"
"kadd","قد"
"kadeh","قدح"
"kadem","قدم"
"kademe","قدمه"
"kader","قدر"
"kadh","قدح"
"kadı","قاضی"
"kadid","قدید"
"kâdilkudât","قاضی القضات"
"kadim","قدیم"
"kadîmen","قدیما"
"kadîr","قدیر"
"kâdir","قادر"
"kadirdân","قدردان"
"kadirşinâs","قدرشناس"
"kadr","قدر"
"kadrdân","قدردان"
"kadrşinâs","قدرشناس"
"kâfile","قافله"
"kafiyeperdâz","قافيه پرداز"
"kahbe","قحبه"
"kâhir","قاهر"
"kahpe","قحبه"
"kaht","قحط"
"kâid","قائد"
"kâide","قاعده"
"kâideten","قاعدة"
"kâil","قائل"
"kâim","قائم"
"kâime","قائمه"
"kâimmakam","قائم مقام"
"kâl","قال"
"kâlıb","قالب"
"kaliçe","قاليچه"
"kâmet","قامت"
"kamus","قاموس"
"kâni","قانع"
"kanun","قانون"
"kanunî","قانونی"
"kâri'","قارء"
"kâria","قارئه"
"kâri'în","قارئين"
"karûre","قاروره"
"kâsid","قاصد"
"kâtıbeten","قاطبة"
"kâti'","قاطع"
"katil","قتل"
"kâtil","قاتل"
"katl","قتل"
"kâzî","قاضی"
"kıbâb","قباب"
"kıbel","قبل"
"kıble","قبله"
"kıbtî","قبطی"
"kıdem","قدم"
"kıdve","قدوه"
"kırâat","قرائت"
"kırâathâne","قرائت خانه"
"kıtal","قتال"
"kubh","قبح"
"kubûr","قبور"
"kudemâ","قدما"
"kudret","قدرت"
"kudsî","قدسی"
"kudsiyân","قدسيان"
"kudsiyet","قدسيت"
"kudsiyetşiken","قدسيت شکن"
"kudûm","قدوم"
"kudûmzen","قدوم زن"
"kurâ","قراء"
"kurrâ","قراء"
"mahvuispat","محوواثبات"
"meşveret","مشورت"
"nev'an mâ","نوعا ما"
"neve","نوه"
"nevid","نوید"
"nevin","نوین"
"nevm","نوم"
"nevmîd","نوميد"
"nevnihal","نونهال"
"neyistan","نيستان"
"neyzâr","نيزار"
"neyzen","نيزن"
"nîk","نيک"
"nikbin","نيکبين"
"nilgun","نيلگون"
"nîm","نيم"
"nîm cahilî","نيم جاهلی"
"nîm muzlim","نيم مظلم"
"nîm resmî","نيم رسمی"
"nîreng","نيرنگ"
"niyâbet","نيابت"
"niyâm","نيام"
"niyâz","نياز"
"niyâzmend","نيازمند"
"niyyet","نيت"
"nîze","نيزه"
"nüve","نوه"
"nüvid","نوید"
"nüvîs","نويس"
"o","اول"
"ol","اول"
"olmak","اولمق"
"ölmek","اولمك"
"ömr","عمر"
"örf","عرف"
"örfen","عرفا"
"örfî","عرفی"
"örfiyyât","عرفيات"
"öşr","عشر"
"özr","عذر"
"özrhâh","عذرخواه"
"pâ","پا"
"pâbend","پابند"
"pâbercâ","پابرجا"
"pâberikâb","پابرکاب"
"pâbeste","پابسته"
"pâbirehne","پابرهنه"
"pâbûsî","پابوسی"
"pâcâme","پاجامه"
"pâçe","پاچه"
"pâdşâh","پادشاه"
"pâdşâhî","پادشاهی"
"pâdzehr","پادزهر"
"paha","بها"
"pâk","پاک"
"pâkbâz","پاکباز"
"pâkdâmen","پاک دامن"
"pâki","پاكى"
"pâkîze","پاکيزه"
"pâlân","پالان"
"pâlânduz","پالان دوز"
"pâmâl","پامال"
"pâpûş","پاپوش"
"pârçe","پارچه"
"pâre","پاره"
"pârsâ","پارسا"
"pârsî","پارسی"
"pâsban","پاسبان"
"pâş","پاش"
"pây","پای"
"pâyân","پایان"
"pâybend","پایبند"
"pâybûsî","پایبوسی"
"pâydâr","پایدار"
"pâye","پایه"
"pâyende","پاینده"
"pâyidar","پایدار"
"pâyin","پایين"
"pâyitaht","پایتخت"
"pâyîz","پایيز"
"pâykûb","پایکوب"
"pâzâr","بازار"
"peder","پدر"
"pederâne","پدرانه"
"pederî","پدری"
"pederşâhî","پدرشاهی"
"pehlevân","پهلوان"
"pehlû","پهلو"
"pehn","پهن"
"pehnâver","پهناور"
"pejmürde","پژمرده"
"pelas","پلاس"
"peleng","پلنگ"
"pelîd","پليد"
"penah","پناه"
"penahgâh","پناهگاه"
"penâhî","پناهی"
"penbe","پناهی"
"penc","پنج"
"pence","پنجه"
"pencüdü","پنج و دو"
"pencüse","پنج و سه"
"pencüyek","پنج و یک"
"pençe","پنجه"
"pend","پند"
"pendname","پندنامه"
"penîr","پنير"
"per","پر"
"perakende","پراکنده"
"perçem","پرچم"
"perdedar","پرده دار"
"perend","پرند"
"perende","پرنده"
"perest","پرست"
"perestâr","پرستار"
"perestîde","پرستيده"
"perestiş","پرستش"
"perestişgâh","پرستش"
"perestişkâr","پرستشکار"
"perestişkârâne","پرستشکارانه"
"perestû","پرستو"
"pergâl","پرگال"
"pergâr","پرگار"
"perhizkâr","پرهيزکار"
"perîçihre","پری چهره"
"perihan","پری خان"
"perîpeyker","پری پيکر"
"perîşan","پریشان"
"perîşanhal","پریشان حال"
"perîveş","پری وش"
"perniyân","پرنيان"
"pertev","پرتو"
"pertevsuz","پرتوسوز"
"pervâ","پروا"
"pervâne","پروانه"
"pervâneveş","پروانه وش"
"pervâsız","پرواسز"
"pervaz","پرواز"
"perver","پرور"
"perverdigâr","پروردگار"
"pervin","پروین"
"pes","پس"
"pesend","پسند"
"pesendîde","پسندیده"
"pesmânde","پس مانده"
"peszinde","پس زنده"
"peşîman","پشيمان"
"peşin","پيشين"
"peşm","پشم"
"peşşe","پشه"
"peşşebend","پشه بند"
"peştemal","پشتمال"
"peyâm","پيام"
"peyamber","پيامبر"
"peydâ","پيدا"
"peyderpey","پی در پی"
"peygam","پيغام"
"peygamber","پيغمبر"
"peyk","پيک"
"peykân","پيکان"
"peykar","پيكار"
"peyke","پيکه"
"peyker","پيکر"
"peymâ","پيما"
"peymâne","پيمانه"
"peyrev","پيرو"
"pınar","پيڭار"
"pırlangıç","پرلانغيچ"
"pîl","پيل"
"pinhan","پنهان"
"pîr","پير"
"pîrahen","پيراهن"
"pîrâye","پيرایه"
"pîrezen","پيره زن"
"pistan","پستان"
"piste","پسته"
"pîş","پيش"
"pîşânî","پيشانی"
"pîşdar","پيشدار"
"pîşe","پيشه"
"pîşekâr","پيشه کار"
"pîşgâh","پيشگاه"
"pîşgîr","پيشگير"
"pîşîn","پيشين"
"pîşva","پيشوا"
"piyâde","پياده"
"piyâle","پياله"
"post","پست"
"postîn","پستين"
"postnişin","پست نشي ن"
"pûd","پود"
"puhte","پخته"
"pul","پول"
"pûlâd","پولاد"
"pulat","پولاد"
"pur","پر"
"pûr","پور"
"pûş","پوش"
"pûşîde","پوشيده"
"pûte","پوته"
"pûyân","پویان"
"pûziş","پوزش"
"pür","پر"
"pürhûn","پرخون"
"pürsükût","پرسکوت"
"pürz","پرز"
"püser","پسر"
"püşt","پشت"
"püştîban","پشتيبان"
"rabb","رب"
"rabbânî","ربانی"
"rabbî","ربی"
"râbıta","رابظه"
"râbıtadar","رابطه دار"
"râbi","رابع"
"râbian","رابعا"
"rabt","ربط"
"râci","راجی"
"râci'","راجع"
"racîm","رجيم"
"ra'd","رعد"
"radde","راده"
"rağbet","رغبت"
"râh","راه"
"râhib","راهب"
"rahîm","رحيم"
"rahl","رحل"
"rahman","رحمان"
"rahmet","رحمت"
"râhname","راهنامه"
"rahne","رخنه"
"rahnüma","راهنما"
"rahşan","رخشان"
"rahşende","رخشنده"
"raht","رخت"
"rahvar","راهوار"
"râhzen","راهزن"
"raiyyet","رعيت"
"râkım","راقم"
"rakîb","رقيب"
"râkib","راکب"
"râkiben","راکبا"
"râkid","راکد"
"rakik","رقيق"
"rakkas","رقاص"
"rakkase","رقاصه"
"raks","رقص"
"râm","رام"
"ramak","رمق"
"ramazaniye","رمضانيه"
"ra'nâ","رعنا"
"rasad","رصد"
"rasadhane","رصدخانه"
"rasadî","رصدی"
"râsih","راسخ"
"rassad","رصاد"
"râst","راست"
"râstbin","راست بين"
"râstgû","راست گو"
"râstperverâne","راست پرورانه"
"ra'şe","رعشه"
"ra'şedâr","رعشه دار"
"ratbüyâbis","رطب و یابس"
"râtib","راطب"
"râtibe","راتبه"
"ratl","رطل"
"rauf","رؤف"
"râvi","راوی"
"ravza","روضه"
"rây","رای"
"râyât","رایات"
"rayb","ریب"
"râyet","رایت"
"râygân","رایگان"
"râyic","رایج"
"râyiha","رایحه"
"râyihadar","رایحه دار"
"râz","راز"
"râzık","رازق"
"râzi","راضی"
"reâya","رعایا"
"rebî'","ربيع"
"recâ","رجا"
"recm","رجم"
"recül","رجل"
"recüliyyet","رجليت"
"redd","رد"
"ref'","رفع"
"refâh","رفاه"
"refâkat","رفاقت"
"re'fet","رأفت"
"reff","رف"
"refî'","رفيع"
"refik","رفيق"
"refîka","رفيقه"
"reft","رفت"
"reftâr","رفتار"
"reg","رگ"
"regzen","رگ زن"
"reh","ره"
"rehâ","رها"
"rehâkâr","رهاکار"
"rehavet","رخاوت"
"rehavetkâr","رخاوتکار"
"rehber","رهبر"
"rehgüzâr","رهگذار"
"rehîn","رهين"
"rehn","رهن"
"rehnüma","رهنما"
"reis","رئيس"
"rekâket","رکاکت"
"rekz","رکز"
"remîde","رميده"
"remiz","رمز"
"reml","رمل"
"remmal","رمال"
"remz","رمز"
"renc","رنج"
"rencber","رنجبر"
"rencîde","رنج دیده"
"rencûr","رنجور"
"reng","رنگ"
"rengâreng","رنگارنگ"
"rengin","رنگين"
"re's","رأس"
"resâ","رسا"
"resâil","رسائل"
"re'sen","رأسا"
"resm","رسم"
"resmen","رسما"
"resmiyyet","رسميت"
"resul","رسول"
"re'sülmal","رأس المال"
"reşehat","رشحات"
"reşid","رشيد"
"reşk","رشک"
"reşkâver","رشک آور"
"retküfetk","رتق و فتق"
"revâ","روا"
"revâbıt","روابط"
"revac","رواج"
"revak","رواق"
"revân","روان"
"reviş","روش"
"revnak","رونق"
"revnakbahş","رونق بخش"
"revnakdar","رونقدار"
"revzen","روزن"
"reyhan","ریحان"
"rez","رز"
"rezâil","رذائل"
"rezâlet","رذالت"
"rezzak","رزاق"
"rıdvan","رضوان"
"rıhlet","رحلت"
"rızâ","رضا"
"rızk","رزق"
"riâyet","رعایت"
"riâyetkâr","رعایتکار"
"ribâ","ربا"
"ribâhar","رباخوار"
"ribat","رباط"
"ricakâr","رجاکار"
"ricâl","رجال"
"ric'at","رجعت"
"ridâ","ردا"
"rie","رئه"
"rihlet","رحلت"
"rikkat","رقت"
"rind","رند"
"rîş","ریش"
"rîşdâr","ريشدار"
"rîşe","ریشه"
"rîşhand","ریشخند"
"rişvet","رشوت"
"rivâyât","روایات"
"rivâyet","روایت"
"riyâ","ریا"
"riyâkâr","ریاکار"
"riyâkârâne","ریاکارانه"
"riyâset","ریاست"
"riyâz","ریاض"
"riyâzet","ریاضت"
"riyâzî","ریاضی"
"riyâziyat","ریاضيات"
"riyâziyyûn","ریاضيون"
"rû","رو"
"rub'","ربع"
"rûbah","روباه"
"rubaiyat","رباعيات"
"rûbeh","روبه"
"rûberû","روبرو"
"rugan","روغن"
"ruh","رخ"
"rûh","روح"
"ruham","رخام"
"ruhbân","رهبان"
"ruhbâniyyet","رهبانيت"
"rûhefza","روح افزا"
"rûhî","روحی"
"rûhiyyat","روحيات"
"ruhsâr","رخسار"
"ruhsat","رخصت"
"ruk'a","رقعه"
"rukâd","رقاد"
"rumûz","رموز"
"rûşen","روشن"
"rutûbet","رطوبت"
"rûy","روی"
"rûy-i zemin","روی زمين"
"rûz","روز"
"rûze","روزه"
"rûzgâr","روزگار"
"rûz-merre","روزمره"
"rûznâmçe","روزنامچه"
"rûzüşeb","روز و شب"
"rübab","رباب"
"rübai","رباعی"
"rüchan","رجحان"
"rücû","رجوع"
"rüesâ","رؤسا"
"rüfekâ","رفقا"
"rükn","رکن"
"rüku'","ركوع"
"rüsum","رسوم"
"rüsûmat","رسومات"
"rüsvâ /y","رسوای"
"rüşd","رشد"
"rüşvet","رشوت"
"rüya","رویا"
"rü'yet","رؤیت"
"rüzgâr","روزگار"
"saâdet","سعادت"
"saâdetbahş","سعادت بخش"
"saâdetmend","سعادتمند"
"sabâ","صبا"
"sabah","صباح"
"sabâvet","صباوت"
"sâbık","سابق"
"sâbıka","سابقه"
"sâbıküzzikr","سابق الذکر"
"sabır","صبر"
"sabî","صبی"
"sâbi'","سابع"
"sâbi'an","سابعا"
"sâbi'î","صابئی"
"sâbir","صابر"
"sâbit","ثابت"
"sabr","صبر"
"sabûh","صبوح"
"sabun","صابون"
"sabûr","صبور"
"sâcid","ساجد"
"sad","صد"
"sadâ","صدا"
"sadâkat","صداقت"
"sadâret","صدارت"
"sadâretpenah","صدارت پناه"
"sâdât","سادات"
"sâde","ساده"
"saded","صدد"
"sâdedil","ساده دل"
"sâdedilâne","ساده دلانه"
"sadef","صدف"
"sâdelevh","ساده لوح"
"sademat","صدمات"
"sâdık","صادق"
"sâdıkülkavl","صادق القول"
"sâdır","صادر"
"sâdire","صادره"
"sâdis","سادس"
"sâdisen","سادسا"
"sadme","صدمه"
"sadpâre","صدپاره"
"sadr","صدر"
"sadsâl","صدسال"
"saf","صف"
"sâf","صاف"
"safâ","صفا"
"safâbahş","صفابخش"
"safahât","صفحات"
"safbeste","صف بسته"
"safder","صفدر"
"safderûn","صاف درون"
"safderûnâne","صاف درونانه"
"safdil","صاف دل"
"safdilâne","صاف دلانه"
"saff","صف"
"safha","صفحه"
"sâfî","صافی"
"sâfil","سافل"
"safîr","صفير"
"safra","صفره"
"safsâf","صفصاف"
"safsata","سفسطه"
"safşikâf","صف شکاف"
"safşiken","صاف شکن"
"safvet","صفوت"
"sâgar","ساغر"
"sagîr","صغير"
"sağr","ثغر"
"sahâ","ساخه"
"sâha","ساحه"
"sahâbe","صحابه"
"sahâbî","صحابی"
"sahâif","صحائف"
"sahâra","صحاری"
"sahbâ","صهبا"
"sahhaf","صحاف"
"sahî","سخی"
"sâhib","صاحب"
"sâhibcemâl","صاحب جمال"
"sâhibe","صاحبه"
"sâhibkemal","صاحب کمال"
"sâhibkerâmet","صاحب کرامت"
"sâhibkıran","صاحب قران"
"sâhibnazar","صاحب نظر"
"sahife","صحيفه"
"sahih","صحيح"
"sâhil","ساحل"
"sâhilhane","ساحل خانه"
"sâhir","ساحر"
"sahleb","ثعلب"
"sahn","صحن"
"sahr","صخر"
"sahra","صحرا"
"sahre","صخره"
"saht","سخت"
"sahte","ساخته"
"sahtekâr","ساخته کار"
"sahtiyan","سختيان"
"sahûr","ساحور"
"sâ'î","ساعی"
"sâib","صائب"
"sâibî","صائبی"
"sâid","ساعد"
"sâik","سائق"
"sâika","سائقه"
"sâil","سائل"
"sâim","صائم"
"sâir","سائر"
"sâirfilmenâm","سائر فی المنام"
"saiy","سعی"
"sâk","ساق"
"sakâmet","سقامت"
"sâkeyn","ساقين"
"sakf","سقف"
"sâkıb","ثاقب"
"sâkıt","ساقط"
"sâkî","ساقی"
"sakil","ثقيل"
"sakim","سقيم"
"sâkin","ساکن"
"sâkit","ساکت"
"sakka","سقا"
"sâl","سال"
"salâbet","صلابت"
"salâh","صلاح"
"salâhiyet","صلاحيت"
"salâhiyetdâr","صلاحيت دار"
"salât","صلات"
"sâldîde","سال دیده"
"sa'leb","ثعلب"
"salib","صليب"
"salîbî","صليبی"
"sâlif","سالف"
"sâlifüzzikr","سالف الذکر"
"sâlih","صالح"
"sâlik","سالک"
"sâlim","سالم"
"sâlimen","سالما"
"sâlis","ثالث"
"sâlisen","ثالثا"
"sâlnâme","سالنامه"
"sâlûs","سالوس"
"sâmân","سامان"
"sâmi'","سامع"
"sâmî","سامی"
"sâmia","سامعه"
"samîmâne","صميمانه"
"samîmî","صميمی"
"samimiyet","صميميت"
"sâmin","ثامن"
"sâminen","ثامنا"
"sanâyi","صنایع"
"sancak","سنجاق"
"sandûk","صندوق"
